index,category_index,paper_link
1,48,https://vneconomy.vn/ai-tai-dinh-hinh-nganh-cong-nghiep-chip.htm
2,48,https://vneconomy.vn/interactive-toan-canh-kinh-te-viet-nam-thang-72025.htm
3,48,https://vneconomy.vn/nha-dau-tu-dien-gio-ngoai-khoi-tai-viet-nam-van-dang-mo-mam-trong-bong-toi.htm
4,48,https://vneconomy.vn/nhan-luc-la-chia-khoa-phat-trien-dien-hat-nhan-thanh-cong-va-hieu-qua.htm
5,48,https://vneconomy.vn/phat-trien-nang-luong-tai-tao-xanh-sach-nen-tang-cho-tang-truong-kinh-te-trong-dai-han.htm
6,48,https://vneconomy.vn/sau-giai-phap-phat-trien-nhanh-va-ben-vung-nganh-nang-luong.htm
7,48,https://vneconomy.vn/su-thay-doi-ve-thi-phan-o-to-dien-toan-cau-sau-hon-5-nam.htm
8,48,https://vneconomy.vn/tim-lo-trinh-hop-ly-nhat-cho-nang-luong-xanh-tai-viet-nam.htm
9,48,https://vneconomy.vn/vietnam-economic-times-april-15-2024.htm
10,48,https://vneconomy.vn/vietnam-economic-times-april-2024.htm
11,48,https://vneconomy.vn/vietnam-economic-times-december-09-2024.htm
12,48,https://vneconomy.vn/vietnam-economic-times-december-2023.htm
13,48,https://vneconomy.vn/vietnam-economic-times-february-2024.htm
14,48,https://vneconomy.vn/vietnam-economic-times-january-2024.htm
15,48,https://vneconomy.vn/vietnam-economic-times-march-2024.htm
16,48,https://vneconomy.vn/vietnam-economic-times-may-05-2024.htm
17,48,https://vneconomy.vn/vietnam-economic-times-may-15-2024.htm
18,48,https://vneconomy.vn/vietnam-economic-times-may-27-2024.htm
19,48,https://vneconomy.vn/vietnam-economic-times-november-2023.htm
20,48,https://vneconomy.vn/vietnam-economic-times-october-2023.htm
21,48,https://vneconomy.vn/vietnam-economic-times-september-2023.htm
