index,category_index,paper_link
1,23,https://vneconomy.vn/1-5-trieu-may-tinh-viet-nam-co-nguy-co-bi-tan-cong.htm
2,23,https://vneconomy.vn/10-doi-moi-quan-trong-cua-du-thao-luat-khoa-hoc-cong-nghe-va-doi-moi-sang-tao.htm
3,23,https://vneconomy.vn/100-thu-tuc-hanh-chinh-nganh-xay-dung-se-duoc-cung-cap-truc-tuyen-toan-trinh.htm
4,23,https://vneconomy.vn/100-thue-bao-moi-duoc-doi-soat-thong-tin-nhung-van-con-nhieu-sim-khong-chinh-chu.htm
5,23,https://vneconomy.vn/1022-cong-thong-tin-tiep-nhan-xu-ly-va-phan-hoi-nguoi-dan-doanh-nghiep-cua-tp-hcm.htm
6,23,https://vneconomy.vn/11-thang-doanh-thu-nganh-thong-tin-va-truyen-thongdat-gan-4-trieu-ty-dong.htm
7,23,https://vneconomy.vn/12-doanh-nghiep-ai-cua-vuong-quoc-anh-den-viet-nam-tim-co-hoi-hop-tac.htm
8,23,https://vneconomy.vn/13-doanh-nghiep-thiet-ke-vi-mach-da-dat-chan-toi-da-nang.htm
9,23,https://vneconomy.vn/14-5-trieu-tai-khoan-bi-ro-ri-nhieu-thong-tin-ca-nhan-doanh-nghiep-bi-rao-ban.htm
10,23,https://vneconomy.vn/140-ty-dong-da-duoc-da-nang-dau-tu-phat-trien-khoa-hoc-va-cong-nghe.htm
11,23,https://vneconomy.vn/163-co-so-vi-pham-hanh-chinh-trong-linh-vuc-khoa-hoc-cong-nghe-bi-xu-phat-3-5-ty-dong.htm
12,23,https://vneconomy.vn/17-tinh-thanh-pho-khu-vuc-mien-trung-tay-nguyen-tap-huan-ve-chuyen-doi-so.htm
13,23,https://vneconomy.vn/19-2-ty-usd-20-ty-usd-gia-tri-san-xuat-cua-khu-cong-nghe-cao-tp-hcm-nam-2024-la-do-xuat-khau.htm
14,23,https://vneconomy.vn/2-000-doanh-nghiep-sme-tai-tp-hcm-duoc-ho-tro-chuyen-doi-so.htm
15,23,https://vneconomy.vn/3-don-vi-truc-thuoc-bo-khoa-hoc-va-cong-nghe-co-lanh-dao-moi.htm
16,23,https://vneconomy.vn/30-doanh-nghiep-dia-phuong-duoc-bieu-duong-top-cong-nghiep-4-0-viet-nam-2024.htm
17,23,https://vneconomy.vn/350-tieu-chi-danh-gia-doanh-nghiep-thuong-mai-dien-tu-vi-nguoi-tieu-dung.htm
18,23,https://vneconomy.vn/4-5-tuyen-cap-bien-da-hoan-thanh-sua-chua-internet-viet-nam-di-quoc-te-on-dinh.htm
19,23,https://vneconomy.vn/4-doi-tuong-doanh-nghiep-duoc-thi-diem-chinh-sach-ho-tro-dau-tu-cong-nghe-cao.htm
20,23,https://vneconomy.vn/4-nhiem-vu-trong-tam-ve-ung-dung-khoa-hoc-cong-nghe-xay-dung-nong-thon-moi-cua-tp-hcm.htm
21,23,https://vneconomy.vn/44-ngan-hang-co-ke-hoach-su-dung-ai-tao-sinh-trong-cho-vay-xanh.htm
22,23,https://vneconomy.vn/4g-van-chiem-da-so-den-nam-2028.htm
23,23,https://vneconomy.vn/5-co-che-dac-biet-de-go-vuong-cho-khoa-hoc-cong-nghe-doi-moi-sang-tao.htm
24,23,https://vneconomy.vn/5-ty-phu-cong-nghe-tieu-bieu-tuoi-thin.htm
25,23,https://vneconomy.vn/50-cong-nhan-lap-rap-iphone-co-the-bi-thay-the-bang-may-moc.htm
26,23,https://vneconomy.vn/50-trieu-thua-dat-da-duoc-dua-vao-quan-ly-qua-co-so-du-lieu-quoc-gia-ve-dat-dai.htm
27,23,https://vneconomy.vn/6-8-duoc-chon-lam-ngay-an-ninh-mang-viet-nam.htm
28,23,https://vneconomy.vn/6-lo-hong-nghiem-trong-trong-san-pham-microsoft-co-the-bi-hacker-chiem-quyen-dieu-khien.htm
29,23,https://vneconomy.vn/6-thang-cuoi-nam-cuc-thue-tp-hcm-se-thanh-kiem-tra-4-doanh-nghiep-thuong-mai-dien-tu-trong-diem.htm
30,23,https://vneconomy.vn/6-tieu-chi-du-an-san-xuat-thu-nghiem-thuoc-chuong-trinh-cong-nghe-cao.htm
31,23,https://vneconomy.vn/6-vi-pham-lon-cua-tiktok-tai-viet-nam-gay-ra-nhieu-he-luy.htm
32,23,https://vneconomy.vn/60-doanh-nghiep-viet-chua-trang-bi-giai-phap-bao-mat-chuyen-dung.htm
33,23,https://vneconomy.vn/63-co-quan-bao-chi-khao-sat-co-muc-truong-thanh-chuyen-doi-so-yeu.htm
34,23,https://vneconomy.vn/7-nhiem-vu-chuyen-doi-so-cua-ha-noi-khi-thuc-hien-mo-hinh-chinh-quyen-2-cap.htm
35,23,https://vneconomy.vn/8-diem-moi-co-ban-cua-luat-giao-dich-dien-tu-2023.htm
36,23,https://vneconomy.vn/80-so-sim-cua-cac-chu-thue-bao-co-tren-10-sim-da-duoc-xu-ly.htm
37,23,https://vneconomy.vn/82-doanh-nghiep-so-huu-khoi-luong-du-lieu-lon-quan-ly-hien-dai-thuc-day-he-sinh-thai-du-lieu.htm
38,23,https://vneconomy.vn/9-bien-phap-giup-to-chuc-doanh-nghiep-phong-chong-tan-cong-ransomware.htm
39,23,https://vneconomy.vn/9-nguyen-tac-nghien-cuu-phat-trien-he-thong-ai-co-trach-nhiem-o-viet-nam.htm
40,23,https://vneconomy.vn/90-95-du-lieu-dang-ton-tai-tren-the-gioi-duoc-tao-ra-trong-3-nam-qua.htm
41,23,https://vneconomy.vn/90-doanh-nghiep-tai-viet-nam-ky-vong-trien-vong-kinh-te-nam-2024-se-tich-cuc.htm
42,23,https://vneconomy.vn/90-sinh-vien-co-viec-lam-sau-khi-tot-nghiep-chuong-trinh-dao-tao-vi-mach-tai-nang-cua-synopsys.htm
43,23,https://vneconomy.vn/ai-an-ninh-mang-gia-tang-co-hoi-va-thach-thuc-trong-chuyen-doi-so.htm
44,23,https://vneconomy.vn/ai-ban-dan-cong-nghe-luong-tu-duoc-de-xuat-uu-tien-hop-tac-giua-viet-nam-va-han-quoc.htm
45,23,https://vneconomy.vn/ai-ban-tuong-lai-cua-viet-nam.htm
46,23,https://vneconomy.vn/ai-lam-chu-thi-truong-thiet-bi-dien-tu-moi-thuc-su-lam-chu-cong-nghiep-ban-dan.htm
47,23,https://vneconomy.vn/ai-tai-dinh-hinh-nganh-cong-nghiep-chip.htm
48,23,https://vneconomy.vn/ai-tro-thanh-cong-nghe-huu-hieu-nhat-ngan-ngua-that-thoat-giam-thieu-trom-cap-trong-ban-le.htm
49,23,https://vneconomy.vn/an-do-lieu-co-thanh-de-che-nganh-chip-hang-dau-the-gioi.htm
50,23,https://vneconomy.vn/anh-huong-cua-dong-yen-giam-gia-toi-doanh-nghiep-cong-nghe-viet.htm
51,23,https://vneconomy.vn/ap-dung-ma-qr-trong-tiep-nhan-giai-quyet-thu-tuc-hanh-chinh-tu-ngay-25-5.htm
52,23,https://vneconomy.vn/apple-dat-duoc-thoa-thuan-chong-doc-quyen-keo-dai-4-nam-voi-eu.htm
53,23,https://vneconomy.vn/apple-la-big-tech-dau-tien-doi-mat-voi-cao-buoc-luat-ky-thuat-so-cua-eu.htm
54,23,https://vneconomy.vn/apple-tang-dau-tu-gap-10-lan-vao-indonesia-de-huy-bo-lenh-cam-iphone-16.htm
